,omf,omf
2019-01-03 07:00:00,0.0,0.0
2019-01-03 08:00:00,0.0,0.0
2019-01-03 09:00:00,0.0,0.0
2019-01-03 10:00:00,0.0,0.0
2019-01-03 11:00:00,0.0,0.0
2019-01-03 12:00:00,0.0,0.0
2019-01-03 13:00:00,0.0,0.0
2019-01-03 14:00:00,0.0,0.0
2019-01-03 15:00:00,0.0,0.0
2019-01-03 16:00:00,0.0,0.0
2019-01-03 17:00:00,0.0,0.0
2019-01-03 18:00:00,0.0,0.0
2019-01-03 19:00:00,0.0,0.0
2019-01-03 20:00:00,0.0,0.0
2019-01-03 21:00:00,0.0,0.0
2019-01-03 22:00:00,0.0,0.0
2019-01-03 23:00:00,0.0,0.0
2019-01-04 00:00:00,0.0,0.0
2019-01-04 01:00:00,0.0,0.0
2019-01-04 02:00:00,0.0,0.0
2019-01-04 03:00:00,0.0,0.0
2019-01-04 04:00:00,0.0,0.0
2019-01-04 05:00:00,0.0,0.0
2019-01-04 06:00:00,0.0,0.0
2019-01-04 07:00:00,0.0,0.0
2019-01-04 08:00:00,0.0,0.0
2019-01-04 09:00:00,0.0,0.0
2019-01-04 10:00:00,0.0,0.0
2019-01-04 11:00:00,0.0,0.0
2019-01-04 12:00:00,0.0,0.0
2019-01-04 13:00:00,0.0,0.0
2019-01-04 14:00:00,0.0,0.0
2019-01-04 15:00:00,0.0,0.0
2019-01-04 16:00:00,0.0,0.0
2019-01-04 17:00:00,0.0,0.0
2019-01-04 18:00:00,0.0,0.0
2019-01-04 19:00:00,0.0,0.0
2019-01-04 20:00:00,0.0,0.0
2019-01-04 21:00:00,0.0,0.0
2019-01-04 22:00:00,0.0,0.0
2019-01-04 23:00:00,0.0,0.0
2019-01-05 00:00:00,0.0,0.0
2019-01-05 01:00:00,0.0,0.0
2019-01-05 02:00:00,0.0,0.0
2019-01-05 03:00:00,0.0,0.0
2019-01-05 04:00:00,0.0,0.0
2019-01-05 05:00:00,0.0,0.0
2019-01-05 06:00:00,0.0,0.0
2019-01-05 07:00:00,0.0,0.0
2019-01-05 08:00:00,0.0,0.0
2019-01-05 09:00:00,0.0,0.0
2019-01-05 10:00:00,0.0,0.0
2019-01-05 11:00:00,0.0,0.0
2019-01-05 12:00:00,0.0,0.0
2019-01-05 13:00:00,0.0,0.0
2019-01-05 14:00:00,0.0,0.0
2019-01-05 15:00:00,0.0,0.0
2019-01-05 16:00:00,0.0,0.0
2019-01-05 17:00:00,0.0,0.0
2019-01-05 18:00:00,0.0,0.0
2019-01-05 19:00:00,0.0,0.0
2019-01-05 20:00:00,0.0,0.0
2019-01-05 21:00:00,0.0,0.0
2019-01-05 22:00:00,0.0,0.0
2019-01-05 23:00:00,0.0,0.0
2019-01-06 00:00:00,0.0,0.0
2019-01-06 01:00:00,0.0,0.0
2019-01-06 02:00:00,0.0,0.0
2019-01-06 03:00:00,0.0,0.0
2019-01-06 04:00:00,0.0,0.0
2019-01-06 05:00:00,0.0,0.0
2019-01-06 06:00:00,0.0,0.0
2019-01-06 07:00:00,0.0,0.0
2019-01-06 08:00:00,0.0,0.0
2019-01-06 09:00:00,0.0,0.0
2019-01-06 10:00:00,0.0,0.0
2019-01-06 11:00:00,0.0,0.0
2019-01-06 12:00:00,0.0,0.0
2019-01-06 13:00:00,0.0,0.0
2019-01-06 14:00:00,0.0,0.0
2019-01-06 15:00:00,0.0,0.0
2019-01-06 16:00:00,0.0,0.0
2019-01-06 17:00:00,0.0,0.0
2019-01-06 18:00:00,0.0,0.0
2019-01-06 19:00:00,0.0,0.0
2019-01-06 20:00:00,0.0,0.0
2019-01-06 21:00:00,0.0,0.0
2019-01-06 22:00:00,0.0,0.0
2019-01-06 23:00:00,0.0,0.0
2019-01-07 00:00:00,0.0,0.0
2019-01-07 01:00:00,0.0,0.0
2019-01-07 02:00:00,0.0,0.0
2019-01-07 03:00:00,0.0,0.0
2019-01-07 04:00:00,0.0,0.0
2019-01-07 05:00:00,0.0,0.0
2019-01-07 06:00:00,0.0,0.0
2019-01-07 07:00:00,0.0,0.0
2019-01-07 08:00:00,0.0,0.0
2019-01-07 09:00:00,0.0,0.0
2019-01-07 10:00:00,0.0,0.0
2019-01-07 11:00:00,0.0,0.0
2019-01-07 12:00:00,0.0,0.0
2019-01-07 13:00:00,0.0,0.0
2019-01-07 14:00:00,0.0,0.0
2019-01-07 15:00:00,0.0,0.0
2019-01-07 16:00:00,0.0,0.0
2019-01-07 17:00:00,0.0,0.0
2019-01-07 18:00:00,0.0,0.0
2019-01-07 19:00:00,0.0,0.0
2019-01-07 20:00:00,0.0,0.0
2019-01-07 21:00:00,0.0,0.0
2019-01-07 22:00:00,0.0,0.0
2019-01-07 23:00:00,0.0,0.0
2019-01-08 00:00:00,0.0,0.0
2019-01-08 01:00:00,0.0,0.0
2019-01-08 02:00:00,0.0,0.0
2019-01-08 03:00:00,0.0,0.0
2019-01-08 04:00:00,0.0,0.0
2019-01-08 05:00:00,0.0,0.0
2019-01-08 06:00:00,0.0,0.0
2019-01-08 07:00:00,0.0,0.0
2019-01-08 08:00:00,0.0,0.0
2019-01-08 09:00:00,0.0,0.0
2019-01-08 10:00:00,0.0,0.0
2019-01-08 11:00:00,0.0,0.0
2019-01-08 12:00:00,0.0,0.0
2019-01-08 13:00:00,0.0,0.0
2019-01-08 14:00:00,0.0,0.0
2019-01-08 15:00:00,0.0,0.0
2019-01-08 16:00:00,0.0,0.0
2019-01-08 17:00:00,0.0,0.0
2019-01-08 18:00:00,0.0,0.0
2019-01-08 19:00:00,0.0,0.0
2019-01-08 20:00:00,0.0,0.0
2019-01-08 21:00:00,0.0,0.0
2019-01-08 22:00:00,0.0,0.0
2019-01-08 23:00:00,0.0,0.0
2019-01-09 00:00:00,0.0,0.0
2019-01-09 01:00:00,0.0,0.0
2019-01-09 02:00:00,0.0,0.0
2019-01-09 03:00:00,0.0,0.0
2019-01-09 04:00:00,0.0,0.0
2019-01-09 05:00:00,0.0,0.0
2019-01-09 06:00:00,0.0,0.0
2019-01-09 07:00:00,0.0,0.0
2019-01-09 08:00:00,0.0,0.0
2019-01-09 09:00:00,0.0,0.0
2019-01-09 10:00:00,0.0,0.0
2019-01-09 11:00:00,0.0,0.0
2019-01-09 12:00:00,0.0,0.0
2019-01-09 13:00:00,0.0,0.0
2019-01-09 14:00:00,0.0,0.0
2019-01-09 15:00:00,0.0,0.0
2019-01-09 16:00:00,0.0,0.0
2019-01-09 17:00:00,0.0,0.0
2019-01-09 18:00:00,0.0,0.0
2019-01-09 19:00:00,0.0,0.0
2019-01-09 20:00:00,0.0,0.0
2019-01-09 21:00:00,0.0,0.0
2019-01-09 22:00:00,0.0,0.0
2019-01-09 23:00:00,0.0,0.0
2019-01-10 00:00:00,0.0,0.0
2019-01-10 01:00:00,0.0,0.0
2019-01-10 02:00:00,0.0,0.0
2019-01-10 03:00:00,0.0,345.60504
2019-01-10 04:00:00,0.0,688.94583
2019-01-10 05:00:00,45.544788,992.28437
2019-01-10 06:00:00,705.11371,1300.8967
2019-01-10 07:00:00,1298.2581,1614.8043
2019-01-10 08:00:00,1484.737,1936.8023
2019-01-10 09:00:00,1477.3133,2117.331
2019-01-10 10:00:00,1469.9268,1972.6628
2019-01-10 11:00:00,1462.5771,1749.3506
2019-01-10 12:00:00,1442.2049,1528.7591
2019-01-10 13:00:00,1349.5805,1307.4558
2019-01-10 14:00:00,1126.6664,1083.5943
2019-01-10 15:00:00,783.17005,851.71743
2019-01-10 16:00:00,409.87871,614.58812
2019-01-10 17:00:00,109.27573,378.10118
2019-01-10 18:00:00,0.0,144.64514
2019-01-10 19:00:00,0.0,0.0
2019-01-10 20:00:00,0.0,0.0
2019-01-10 21:00:00,0.0,0.0
2019-01-10 22:00:00,0.0,0.0
2019-01-10 23:00:00,0.0,0.0
2019-01-11 00:00:00,0.0,0.0
2019-01-11 01:00:00,0.0,0.0
2019-01-11 02:00:00,0.0,0.0
2019-01-11 03:00:00,0.0,0.0
2019-01-11 04:00:00,0.0,0.0
2019-01-11 05:00:00,0.0,0.0
2019-01-11 06:00:00,0.0,0.0
2019-01-11 07:00:00,0.0,0.0
2019-01-11 08:00:00,0.0,0.0
2019-01-11 09:00:00,0.0,0.0
2019-01-11 10:00:00,0.0,0.0
2019-01-11 11:00:00,0.0,0.0
2019-01-11 12:00:00,0.0,0.0
2019-01-11 13:00:00,0.0,0.0
2019-01-11 14:00:00,0.0,0.0
2019-01-11 15:00:00,0.0,0.0
2019-01-11 16:00:00,0.0,0.0
2019-01-11 17:00:00,0.0,0.0
2019-01-11 18:00:00,0.0,0.0
2019-01-11 19:00:00,0.0,0.0
2019-01-11 20:00:00,0.0,0.0
2019-01-11 21:00:00,0.0,0.0
2019-01-11 22:00:00,0.0,0.0
2019-01-11 23:00:00,0.0,0.0
2019-01-12 00:00:00,0.0,0.0
2019-01-12 01:00:00,0.0,0.0
2019-01-12 02:00:00,0.0,0.0
2019-01-12 03:00:00,0.0,0.0
2019-01-12 04:00:00,0.0,0.0
2019-01-12 05:00:00,0.0,0.0
2019-01-12 06:00:00,0.0,0.0
2019-01-12 07:00:00,0.0,0.0
2019-01-12 08:00:00,0.0,0.0
2019-01-12 09:00:00,0.0,0.0
2019-01-12 10:00:00,0.0,0.0
2019-01-12 11:00:00,0.0,0.0
2019-01-12 12:00:00,0.0,0.0
2019-01-12 13:00:00,0.0,0.0
2019-01-12 14:00:00,0.0,0.0
2019-01-12 15:00:00,0.0,0.0
2019-01-12 16:00:00,0.0,0.0
2019-01-12 17:00:00,0.0,0.0
2019-01-12 18:00:00,0.0,0.0
2019-01-12 19:00:00,0.0,0.0
2019-01-12 20:00:00,0.0,0.0
2019-01-12 21:00:00,0.0,0.0
2019-01-12 22:00:00,0.0,0.0
2019-01-12 23:00:00,0.0,0.0
2019-01-13 00:00:00,0.0,0.0
2019-01-13 01:00:00,0.0,0.0
2019-01-13 02:00:00,0.0,0.0
2019-01-13 03:00:00,0.0,0.0
2019-01-13 04:00:00,0.0,0.0
2019-01-13 05:00:00,0.0,0.0
2019-01-13 06:00:00,0.0,0.0
2019-01-13 07:00:00,0.0,0.0
2019-01-13 08:00:00,0.0,0.0
2019-01-13 09:00:00,0.0,0.0
2019-01-13 10:00:00,0.0,0.0
2019-01-13 11:00:00,0.0,0.0
2019-01-13 12:00:00,0.0,0.0
2019-01-13 13:00:00,0.0,0.0
2019-01-13 14:00:00,0.0,0.0
2019-01-13 15:00:00,0.0,0.0
2019-01-13 16:00:00,0.0,0.0
2019-01-13 17:00:00,0.0,0.0
2019-01-13 18:00:00,0.0,0.0
2019-01-13 19:00:00,0.0,0.0
2019-01-13 20:00:00,0.0,0.0
2019-01-13 21:00:00,0.0,0.0
2019-01-13 22:00:00,0.0,0.0
2019-01-13 23:00:00,0.0,0.0
2019-01-14 00:00:00,0.0,0.0
2019-01-14 01:00:00,0.0,0.0
2019-01-14 02:00:00,0.0,0.0
2019-01-14 03:00:00,0.0,0.0
2019-01-14 04:00:00,0.0,0.0
2019-01-14 05:00:00,0.0,0.0
2019-01-14 06:00:00,0.0,0.0
2019-01-14 07:00:00,0.0,0.0
2019-01-14 08:00:00,0.0,0.0
2019-01-14 09:00:00,0.0,0.0
2019-01-14 10:00:00,0.0,0.0
2019-01-14 11:00:00,0.0,0.0
2019-01-14 12:00:00,0.0,0.0
2019-01-14 13:00:00,0.0,0.0
2019-01-14 14:00:00,0.0,0.0
2019-01-14 15:00:00,0.0,0.0
2019-01-14 16:00:00,0.0,0.0
2019-01-14 17:00:00,0.0,0.0
2019-01-14 18:00:00,0.0,0.0
2019-01-14 19:00:00,0.0,0.0
2019-01-14 20:00:00,0.0,0.0
2019-01-14 21:00:00,0.0,0.0
2019-01-14 22:00:00,0.0,0.0
2019-01-14 23:00:00,0.0,0.0
2019-01-15 00:00:00,0.0,0.0
2019-01-15 01:00:00,0.0,0.0
2019-01-15 02:00:00,0.0,0.0
2019-01-15 03:00:00,0.0,0.0
2019-01-15 04:00:00,0.0,0.0
2019-01-15 05:00:00,0.0,0.0
2019-01-15 06:00:00,0.0,0.0
2019-01-15 07:00:00,0.0,0.0
2019-01-15 08:00:00,0.0,0.0
2019-01-15 09:00:00,0.0,0.0
2019-01-15 10:00:00,0.0,0.0
2019-01-15 11:00:00,0.0,0.0
2019-01-15 12:00:00,0.0,0.0
2019-01-15 13:00:00,0.0,0.0
2019-01-15 14:00:00,0.0,0.0
2019-01-15 15:00:00,0.0,0.0
2019-01-15 16:00:00,0.0,0.0
2019-01-15 17:00:00,0.0,0.0
2019-01-15 18:00:00,0.0,0.0
2019-01-15 19:00:00,0.0,0.0
2019-01-15 20:00:00,0.0,0.0
2019-01-15 21:00:00,0.0,0.0
2019-01-15 22:00:00,0.0,0.0
2019-01-15 23:00:00,0.0,0.0
2019-01-16 00:00:00,0.0,0.0
2019-01-16 01:00:00,0.0,0.0
2019-01-16 02:00:00,0.0,0.0
2019-01-16 03:00:00,0.0,0.0
2019-01-16 04:00:00,0.0,0.0
2019-01-16 05:00:00,0.0,0.0
2019-01-16 06:00:00,0.0,0.0
2019-01-16 07:00:00,0.0,0.0
2019-01-16 08:00:00,0.0,0.0
2019-01-16 09:00:00,0.0,0.0
2019-01-16 10:00:00,0.0,0.0
2019-01-16 11:00:00,0.0,0.0
2019-01-16 12:00:00,0.0,0.0
2019-01-16 13:00:00,0.0,0.0
2019-01-16 14:00:00,0.0,0.0
2019-01-16 15:00:00,0.0,0.0
2019-01-16 16:00:00,0.0,0.0
2019-01-16 17:00:00,0.0,0.0
2019-01-16 18:00:00,0.0,0.0
2019-01-16 19:00:00,0.0,0.0
2019-01-16 20:00:00,0.0,0.0
2019-01-16 21:00:00,0.0,0.0
2019-01-16 22:00:00,0.0,0.0
2019-01-16 23:00:00,0.0,0.0
2019-01-17 00:00:00,0.0,0.0
2019-01-17 01:00:00,0.0,0.0
2019-01-17 02:00:00,0.0,0.0
2019-01-17 03:00:00,0.0,0.0
2019-01-17 04:00:00,0.0,0.0
2019-01-17 05:00:00,0.0,0.0
2019-01-17 06:00:00,0.0,0.0
2019-01-17 07:00:00,0.0,0.0
2019-01-17 08:00:00,0.0,0.0
2019-01-17 09:00:00,0.0,0.0
2019-01-17 10:00:00,0.0,0.0
2019-01-17 11:00:00,0.0,0.0
2019-01-17 12:00:00,0.0,0.0
2019-01-17 13:00:00,0.0,0.0
2019-01-17 14:00:00,0.0,0.0
2019-01-17 15:00:00,0.0,0.0
2019-01-17 16:00:00,0.0,0.0
2019-01-17 17:00:00,0.0,0.0
2019-01-17 18:00:00,0.0,0.0
2019-01-17 19:00:00,0.0,0.0
2019-01-17 20:00:00,0.0,0.0
2019-01-17 21:00:00,0.0,0.0
2019-01-17 22:00:00,0.0,0.0
2019-01-17 23:00:00,0.0,0.0
2019-01-18 00:00:00,0.0,0.0
2019-01-18 01:00:00,0.0,0.0
2019-01-18 02:00:00,0.0,0.0
2019-01-18 03:00:00,0.0,0.0
2019-01-18 04:00:00,0.0,0.0
2019-01-18 05:00:00,0.0,0.0
2019-01-18 06:00:00,0.0,0.0
2019-01-18 07:00:00,0.0,0.0
2019-01-18 08:00:00,0.0,0.0
2019-01-18 09:00:00,0.0,0.0
2019-01-18 10:00:00,0.0,0.0
2019-01-18 11:00:00,0.0,0.0
2019-01-18 12:00:00,0.0,0.0
2019-01-18 13:00:00,0.0,0.0
2019-01-18 14:00:00,0.0,0.0
2019-01-18 15:00:00,0.0,0.0
2019-01-18 16:00:00,0.0,0.0
2019-01-18 17:00:00,0.0,0.0
2019-01-18 18:00:00,0.0,0.0
2019-01-18 19:00:00,0.0,0.0
2019-01-18 20:00:00,0.0,0.0
2019-01-18 21:00:00,0.0,0.0
2019-01-18 22:00:00,0.0,0.0
2019-01-18 23:00:00,0.0,0.0
2019-01-19 00:00:00,0.0,0.0
2019-01-19 01:00:00,0.0,195.72821
2019-01-19 02:00:00,0.0,540.02003
2019-01-19 03:00:00,0.0,858.6213
2019-01-19 04:00:00,0.0,1102.2412
2019-01-19 05:00:00,0.0,1281.5716
2019-01-19 06:00:00,0.0,1480.8585
2019-01-19 07:00:00,0.0,1687.8731
2019-01-19 08:00:00,0.0,1904.0406
2019-01-19 09:00:00,0.0,2132.4137
2019-01-19 10:00:00,0.0,2212.6514
2019-01-19 11:00:00,0.0,1995.4904
2019-01-19 12:00:00,0.0,1666.91
2019-01-19 13:00:00,0.0,1340.3101
2019-01-19 14:00:00,0.0,1012.556
2019-01-19 15:00:00,0.0,671.82326
2019-01-19 16:00:00,0.0,426.10074
2019-01-19 17:00:00,0.0,613.94807
2019-01-19 18:00:00,0.0,852.03274
2019-01-19 19:00:00,0.0,1097.4394
2019-01-19 20:00:00,0.0,1366.8096
2019-01-19 21:00:00,194.53143,1677.2919
2019-01-19 22:00:00,853.35542,2021.9601
2019-01-19 23:00:00,1508.8853,2364.4843
2019-01-20 00:00:00,1955.4003,2702.9153
2019-01-20 01:00:00,2104.6145,3037.5522
2019-01-20 02:00:00,2104.6145,3264.041
2019-01-20 03:00:00,2104.6145,3244.0025
2019-01-20 04:00:00,2104.6145,2941.5369
2019-01-20 05:00:00,1999.9193,2526.7745
2019-01-20 06:00:00,1823.0199,2140.847
2019-01-20 07:00:00,1577.5927,1764.7976
2019-01-20 08:00:00,1327.5963,1403.2157
2019-01-20 09:00:00,1162.8081,1055.9808
2019-01-20 10:00:00,1119.9443,730.68992
2019-01-20 11:00:00,1114.3446,458.15052
2019-01-20 12:00:00,1108.7729,196.50206
2019-01-20 13:00:00,1103.229,0.0
2019-01-20 14:00:00,1078.1689,0.0
2019-01-20 15:00:00,787.08906,0.0
2019-01-20 16:00:00,320.83399,0.0
2019-01-20 17:00:00,0.0,97.371505
2019-01-20 18:00:00,0.0,380.48614
2019-01-20 19:00:00,0.0,494.06335
2019-01-20 20:00:00,0.0,454.15063
2019-01-20 21:00:00,0.0,287.18653
2019-01-20 22:00:00,0.0,71.569632
2019-01-20 23:00:00,0.0,0.0
2019-01-21 00:00:00,0.0,0.0
2019-01-21 01:00:00,0.0,0.0
2019-01-21 02:00:00,0.0,122.76375
2019-01-21 03:00:00,0.0,439.51714
2019-01-21 04:00:00,0.0,685.61551
2019-01-21 05:00:00,0.0,867.67895
2019-01-21 06:00:00,0.0,1064.5586
2019-01-21 07:00:00,0.0,1265.0582
2019-01-21 08:00:00,0.0,1355.6274
2019-01-21 09:00:00,0.0,1335.3861
2019-01-21 10:00:00,0.0,1224.2398
2019-01-21 11:00:00,0.0,970.70139
2019-01-21 12:00:00,0.0,705.37053
2019-01-21 13:00:00,0.0,536.45956
2019-01-21 14:00:00,0.0,375.33065
2019-01-21 15:00:00,0.0,227.17588
2019-01-21 16:00:00,0.0,130.8226
2019-01-21 17:00:00,0.0,41.238924
2019-01-21 18:00:00,0.0,0.0
2019-01-21 19:00:00,0.0,0.0
2019-01-21 20:00:00,0.0,0.0
2019-01-21 21:00:00,0.0,0.0
2019-01-21 22:00:00,0.0,0.0
2019-01-21 23:00:00,0.0,0.0
2019-01-22 00:00:00,0.0,0.0
2019-01-22 01:00:00,0.0,0.0
2019-01-22 02:00:00,0.0,0.0
2019-01-22 03:00:00,0.0,0.0
2019-01-22 04:00:00,0.0,0.0
2019-01-22 05:00:00,0.0,0.0
2019-01-22 06:00:00,0.0,0.0
2019-01-22 07:00:00,0.0,0.0
2019-01-22 08:00:00,0.0,0.0
2019-01-22 09:00:00,0.0,0.0
2019-01-22 10:00:00,0.0,0.0
2019-01-22 11:00:00,0.0,0.0
2019-01-22 12:00:00,0.0,0.0
2019-01-22 13:00:00,0.0,0.0
2019-01-22 14:00:00,0.0,0.0
2019-01-22 15:00:00,0.0,0.0
2019-01-22 16:00:00,0.0,0.0
2019-01-22 17:00:00,0.0,0.0
2019-01-22 18:00:00,0.0,0.0
2019-01-22 19:00:00,0.0,0.0
2019-01-22 20:00:00,0.0,0.0
2019-01-22 21:00:00,0.0,0.0
2019-01-22 22:00:00,0.0,0.0
2019-01-22 23:00:00,0.0,0.0
2019-01-23 00:00:00,0.0,0.0
2019-01-23 01:00:00,0.0,159.1723
2019-01-23 02:00:00,0.0,500.36988
2019-01-23 03:00:00,0.0,818.72405
2019-01-23 04:00:00,0.0,1066.7503
2019-01-23 05:00:00,0.0,1247.9221
2019-01-23 06:00:00,0.0,1445.31
2019-01-23 07:00:00,0.0,1644.5586
2019-01-23 08:00:00,0.0,1856.1303
2019-01-23 09:00:00,0.0,1814.5501
2019-01-23 10:00:00,0.0,1475.4552
2019-01-23 11:00:00,0.0,1142.999
2019-01-23 12:00:00,0.0,817.98183
2019-01-23 13:00:00,0.0,492.48092
2019-01-23 14:00:00,0.0,162.51398
2019-01-23 15:00:00,0.0,0.0
2019-01-23 16:00:00,0.0,0.0
2019-01-23 17:00:00,0.0,0.0
2019-01-23 18:00:00,587.9041,0.0
2019-01-23 19:00:00,1195.4955,0.0
2019-01-23 20:00:00,1680.7232,0.0
2019-01-23 21:00:00,2057.1967,0.0
2019-01-23 22:00:00,2104.6145,239.0474
2019-01-23 23:00:00,2104.6145,433.39584
2019-01-24 00:00:00,2104.6145,562.19337
2019-01-24 01:00:00,2104.6145,540.47041
2019-01-24 02:00:00,2104.6145,433.95406
2019-01-24 03:00:00,2104.6145,190.4687
2019-01-24 04:00:00,2094.0914,14.635664
2019-01-24 05:00:00,2104.6145,0.0
2019-01-24 06:00:00,2094.0914,186.51767
2019-01-24 07:00:00,1961.4446,452.46321
2019-01-24 08:00:00,1765.942,731.78861
2019-01-24 09:00:00,1571.5488,1023.2911
2019-01-24 10:00:00,1458.8229,1325.2082
2019-01-24 11:00:00,1338.1341,1633.7002
2019-01-24 12:00:00,1163.4591,1945.9229
2019-01-24 13:00:00,886.7835,2254.3838
2019-01-24 14:00:00,495.51186,2556.2469
2019-01-24 15:00:00,6.6421008,2845.8122
2019-01-24 16:00:00,0.0,3127.5221
2019-01-24 17:00:00,0.0,3410.6914
2019-01-24 18:00:00,0.0,3695.4738
2019-01-24 19:00:00,0.0,3989.7325
2019-01-24 20:00:00,0.0,4309.3236
2019-01-24 21:00:00,0.0,4670.4431
2019-01-24 22:00:00,0.0,5064.6277
2019-01-24 23:00:00,0.0,5458.5474
2019-01-25 00:00:00,0.0,5848.9685
2019-01-25 01:00:00,0.0,6233.0129
2019-01-25 02:00:00,0.0,6604.6127
2019-01-25 03:00:00,0.0,6952.9459
2019-01-25 04:00:00,0.0,7229.027
2019-01-25 05:00:00,0.0,7430.8036
2019-01-25 06:00:00,0.0,7650.9969
2019-01-25 07:00:00,0.0,7873.5404
2019-01-25 08:00:00,0.0,8109.2383
2019-01-25 09:00:00,0.0,8248.0626
2019-01-25 10:00:00,0.0,7872.0577
2019-01-25 11:00:00,0.0,7496.37
2019-01-25 12:00:00,0.0,7129.0272
2019-01-25 13:00:00,0.0,6760.0541
2019-01-25 14:00:00,0.0,6387.599
2019-01-25 15:00:00,0.0,6004.2661
2019-01-25 16:00:00,0.0,5617.1663
2019-01-25 17:00:00,0.0,5232.9101
2019-01-25 18:00:00,0.0,4855.145
2019-01-25 19:00:00,0.0,4491.52
2019-01-25 20:00:00,0.0,4158.7632
2019-01-25 21:00:00,0.0,3875.6018
2019-01-25 22:00:00,0.0,3633.6419
2019-01-25 23:00:00,0.0,3398.241
2019-01-26 00:00:00,0.0,3162.3037
2019-01-26 01:00:00,0.0,2923.9939
2019-01-26 02:00:00,0.0,2676.6623
2019-01-26 03:00:00,0.0,2406.8185
2019-01-26 04:00:00,0.0,2055.4015
2019-01-26 05:00:00,0.0,1624.0807
2019-01-26 06:00:00,0.0,1224.1707
2019-01-26 07:00:00,0.0,837.39285
2019-01-26 08:00:00,0.0,465.35641
2019-01-26 09:00:00,0.0,110.88253
2019-01-26 10:00:00,0.0,0.0
2019-01-26 11:00:00,0.0,0.0
2019-01-26 12:00:00,0.0,0.0
2019-01-26 13:00:00,0.0,0.0
2019-01-26 14:00:00,0.0,0.0
2019-01-26 15:00:00,0.0,0.0
2019-01-26 16:00:00,0.0,0.0
2019-01-26 17:00:00,0.0,0.0
2019-01-26 18:00:00,0.0,0.0
2019-01-26 19:00:00,0.0,0.0
2019-01-26 20:00:00,0.0,0.0
2019-01-26 21:00:00,0.0,0.0
2019-01-26 22:00:00,0.0,0.0
2019-01-26 23:00:00,0.0,0.0
2019-01-27 00:00:00,0.0,0.0
2019-01-27 01:00:00,0.0,0.0
2019-01-27 02:00:00,0.0,0.0
2019-01-27 03:00:00,0.0,0.0
2019-01-27 04:00:00,0.0,0.0
2019-01-27 05:00:00,0.0,0.0
2019-01-27 06:00:00,0.0,0.0
2019-01-27 07:00:00,0.0,0.0
2019-01-27 08:00:00,0.0,0.0
2019-01-27 09:00:00,0.0,0.0
2019-01-27 10:00:00,0.0,0.0
2019-01-27 11:00:00,0.0,0.0
2019-01-27 12:00:00,0.0,0.0
2019-01-27 13:00:00,0.0,0.0
2019-01-27 14:00:00,0.0,0.0
2019-01-27 15:00:00,0.0,0.0
2019-01-27 16:00:00,0.0,0.0
2019-01-27 17:00:00,0.0,0.0
2019-01-27 18:00:00,0.0,0.0
2019-01-27 19:00:00,0.0,0.0
2019-01-27 20:00:00,0.0,0.0
2019-01-27 21:00:00,0.0,0.0
2019-01-27 22:00:00,0.0,0.0
2019-01-27 23:00:00,0.0,0.0
2019-01-28 00:00:00,0.0,0.0
2019-01-28 01:00:00,0.0,0.0
